,street,n,x,y,id,name
527,232,6,17.1439991,11.71,524,Meards Court/Street
526,232,6,17.3999996,11.8079996,525,Meards Court/Street
525,232,6,17.4720001,11.8070002,526,Meards Court/Street
524,232,6,17.9696884,12.0475893,527,Meards Court/Street
529,233,3,16.0639992,11.717,528,Wardour Street
528,233,3,16.2770004,11.1890001,529,Wardour Street
530,233,3,16.3017616,11.123909,530,Wardour Street
531,234,2,12.0319996,11.5349998,531,Broad Street
532,234,2,11.2035303,11.1105404,532,Broad Street
534,235,2,10.8373804,11.9244013,533,Marshall Street
533,235,2,11.2035303,11.1105404,534,Marshall Street
535,236,2,15.4517279,10.9671221,535,Black Lion Court
536,236,2,15.8360004,11.243,536,Black Lion Court
538,237,2,15.3559999,11.1470003,537,Berwick Street
537,237,2,15.4517279,10.9671221,538,Berwick Street
540,238,3,18.459528,10.9356441,539,Old Compton Street
539,238,3,18.8080006,11.1540003,540,Old Compton Street
541,238,3,19.4159222,11.538805,541,Old Compton Street
542,239,2,18.1510162,11.635972,542,Dean Street
543,239,2,18.459528,10.9356441,543,Dean Street
544,240,2,19.6851063,11.6994572,544,Map Frame
545,240,2,19.707737,10.9016447,545,Map Frame
546,241,2,19.4159222,11.538805,546,Frith Street
547,241,2,19.707737,10.9016447,547,Frith Street
549,242,2,13.1271353,10.8527298,548,Pulteney Court (I)
548,242,2,13.8603544,11.2842188,549,Pulteney Court (I)
552,243,4,12.6529999,11.8380003,550,Cambridge Street
553,243,4,12.7919998,11.5120001,551,Cambridge Street
551,243,4,13.0740004,10.9589996,552,Cambridge Street
550,243,4,13.1271353,10.8527298,553,Cambridge Street
555,244,2,15.3559999,11.1470003,554,Maidenhead Court
554,244,2,14.8257446,10.850667,555,Maidenhead Court
558,245,3,14.4169998,11.5360003,556,Hopkins Street
556,245,3,14.6879997,11.0889997,557,Hopkins Street
557,245,3,14.8257446,10.850667,558,Hopkins Street
560,246,2,9.3511257,10.8246183,559,Cross Street
559,246,2,9.8386745,11.2184,560,Cross Street
561,247,2,9.3511257,10.8246183,561,George Place (?)
562,247,2,9.0457125,11.2711496,562,George Place (?)
563,248,2,19.707737,10.9016447,563,Map Frame
564,248,2,19.7100048,10.8217096,564,Map Frame
565,249,2,10.3213997,11.5825596,565,Marlborough Row
566,249,2,10.77036,10.7723598,566,Marlborough Row
567,250,2,5.3715849,10.6868267,567,Maddox Street
568,250,2,5.8659868,11.3281698,568,Maddox Street
569,251,3,4.9313369,11.5090504,569,Masons Arms Yard
571,251,3,5.0630178,10.8767004,570,Masons Arms Yard
570,251,3,5.3715849,10.6868267,571,Masons Arms Yard
572,252,2,15.6397247,10.6454229,572,Peter Street
573,252,2,16.3017616,11.123909,573,Peter Street
575,253,2,15.4517279,10.9671221,574,Berwick Street
574,253,2,15.6397247,10.6454229,575,Berwick Street
577,254,2,15.6397247,10.6454229,576,Peter Street
576,254,2,15.5965776,10.6166334,577,Peter Street
579,255,2,10.77036,10.7723598,578,Marlborough Row
578,255,2,10.8647203,10.5992098,579,Marlborough Row
580,256,2,12.6410398,10.5644312,580,Silver Street
581,256,2,13.1271353,10.8527298,581,Silver Street
583,257,2,8.9821606,10.5338202,582,Cross Street
582,257,2,9.3511257,10.8246183,583,Cross Street
585,258,2,8.0833921,11.63976,584,King Street (I)
584,258,2,8.9821606,10.5338202,585,King Street (I)
587,259,3,14.8257446,10.850667,586,New Street/Husband Street
588,259,3,14.243,10.5249996,587,New Street/Husband Street
586,259,3,13.8927059,11.2200298,588,New Street/Husband Street
589,260,2,10.3505497,10.4686728,589,Carnaby Court
590,260,2,10.77036,10.7723598,590,Carnaby Court
592,261,2,9.8386745,11.2184,591,Carnaby Street
591,261,2,10.3505497,10.4686728,592,Carnaby Street
593,262,2,12.4594259,10.4567184,593,Silver Street
594,262,2,12.6410398,10.5644312,594,Silver Street
596,263,2,12.2512302,10.8542404,595,Tent Court
595,263,2,12.4594259,10.4567184,596,Tent Court
597,264,2,15.1669998,10.3299999,597,Peter Street
598,264,2,15.5965776,10.6166334,598,Peter Street
599,265,3,14.8257446,10.850667,599,Hopkins Street
600,265,3,14.9709997,10.5930004,600,Hopkins Street
601,265,3,15.1669998,10.3299999,601,Hopkins Street
602,266,2,5.0901632,10.321764,602,Maddox Street
603,266,2,5.3715849,10.6868267,603,Maddox Street
606,267,7,16.6480007,10.2989998,604,Little Dean Street
607,267,7,16.9279995,10.552,605,Little Dean Street
605,267,7,17.1100006,10.6969995,606,Little Dean Street
610,267,7,17.2689991,10.8730001,607,Little Dean Street
609,267,7,17.4500008,11.1090002,608,Little Dean Street
608,267,7,17.8279991,11.3900003,609,Little Dean Street
604,267,7,18.1510162,11.635972,610,Little Dean Street
611,268,3,16.3017616,11.123909,611,Wardour Street
612,268,3,16.4440002,10.75,612,Wardour Street
613,268,3,16.6480007,10.2989998,613,Wardour Street
615,269,2,15.1669998,10.3299999,614,Peter Street
614,269,2,15.0657091,10.2674713,615,Peter Street
617,270,2,12.1054001,10.2467499,616,Silver Street
616,270,2,12.4594259,10.4567184,617,Silver Street
619,271,2,18.7706013,10.2303782,618,Church Street
618,271,2,19.7100048,10.8217096,619,Church Street
621,272,3,18.459528,10.9356441,620,Dean Street
620,272,3,18.5510006,10.7279997,621,Dean Street
622,272,3,18.7706013,10.2303782,622,Dean Street
623,273,3,5.0901632,10.321764,623,Maddox Street
624,273,3,5.0691819,10.41014,624,Maddox Street
625,273,3,4.3077641,10.2040005,625,Maddox Street
626,274,3,4.3077641,10.2040005,626,George Street
628,274,3,3.743839,12.0125303,627,George Street
627,274,3,4.25,12.3050003,628,George Street
629,275,2,11.8282614,10.0615549,629,Silver Street
630,275,2,12.1054001,10.2467499,630,Silver Street
633,276,3,11.2035303,11.1105404,631,Marshall Street
631,276,3,11.5598402,10.4594402,632,Marshall Street
632,276,3,11.8282614,10.0615549,633,Marshall Street
634,277,2,15.0657091,10.2674713,634,Greens Court
635,277,2,15.2250004,10.059,635,Greens Court
636,278,2,16.6480007,10.2989998,636,Wardour Street
637,278,2,16.9459991,10.0389996,637,Wardour Street
639,279,2,7.4589009,11.1870003,638,Regent Street
638,279,2,8.1350374,10.0153532,639,Regent Street
640,280,2,19.7100048,10.8217096,640,Map Frame
641,280,2,19.7342319,9.967659,641,Map Frame
645,281,4,17.0279999,9.9549999,642,Old Compton Street
644,281,4,17.2290001,10.125,643,Old Compton Street
643,281,4,17.6429996,10.4239998,644,Old Compton Street
642,281,4,18.459528,10.9356441,645,Old Compton Street
646,282,2,16.9459991,10.0389996,646,Wardour Street
647,282,2,17.0279999,9.9549999,647,Wardour Street
648,283,2,15.0657091,10.2674713,648,Peter Street
649,283,2,14.5319996,9.9379997,649,Peter Street
650,284,2,4.3077641,10.2040005,650,Maddox Street
651,284,2,3.547796,9.882741,651,Maddox Street
653,285,2,3.547796,9.882741,652,Map Frame
652,285,2,3.4498279,15.1688366,653,Map Frame
654,286,2,16.0209999,9.8280001,654,Little Pulteney Street
655,286,2,16.6480007,10.2989998,655,Little Pulteney Street
657,287,2,15.5965776,10.6166334,656,Walkers Court
656,287,2,16.0209999,9.8280001,657,Walkers Court
659,288,2,8.9821606,10.5338202,658,King Street (I)
658,288,2,9.5630398,9.8128672,659,King Street (I)
661,289,2,11.8282614,10.0615549,660,Silver Street
660,289,2,11.48915,9.810339,661,Silver Street
662,290,2,15.2250004,10.059,662,Pulteney Court (II)
663,290,2,14.8459997,9.7840004,663,Pulteney Court (II)
664,291,2,17.0279999,9.9549999,664,Wardour Street
665,291,2,17.2169991,9.7259998,665,Wardour Street
666,292,2,15.7853088,9.6567307,666,Little Pulteney Street
667,292,2,16.0209999,9.8280001,667,Little Pulteney Street
669,293,2,15.7853088,9.6567307,668,Unknown-B
668,293,2,15.5459995,10.0270004,669,Unknown-B
670,294,2,19.0654373,9.562274,670,King Street (II)
671,294,2,19.7342319,9.967659,671,King Street (II)
672,295,2,18.7706013,10.2303782,672,Dean Street
673,295,2,19.0654373,9.562274,673,Dean Street
674,296,3,15.6025696,9.5083771,674,Little Pulteney Street
675,296,3,15.7209997,9.6099997,675,Little Pulteney Street
676,296,3,15.7853088,9.6567307,676,Little Pulteney Street
678,297,2,15.2250004,10.059,677,Greens Court
677,297,2,15.6025696,9.5083771,678,Greens Court
680,298,2,6.0532022,9.4900789,679,Conduit Street
679,298,2,7.3959999,11.2959995,680,Conduit Street
684,299,4,6.0532022,9.4900789,681,Mill Street
683,299,4,5.2596159,10.0978498,682,Mill Street
682,299,4,5.1050048,10.2592497,683,Mill Street
681,299,4,5.0901632,10.321764,684,Mill Street
686,300,2,11.48915,9.810339,685,Silver Street
685,300,2,11.0319405,9.4706602,686,Silver Street
688,301,2,10.3505497,10.4686728,687,Carnaby Street
687,301,2,11.0319405,9.4706602,688,Carnaby Street
689,302,2,16.3169994,9.4689999,689,Little Crown Court
690,302,2,16.9459991,10.0389996,690,Little Crown Court
691,303,2,16.0209999,9.8280001,691,Great Crown Court
692,303,2,16.3169994,9.4689999,692,Great Crown Court
694,304,2,15.3622665,9.3021784,693,Little Pulteney Street
693,304,2,15.6025696,9.5083771,694,Little Pulteney Street
696,305,2,8.1350374,10.0153532,695,Old Burlington Mews
695,305,2,6.772264,9.1731348,696,Old Burlington Mews
698,306,2,8.6268063,9.163188,697,Chapel Place
697,306,2,9.5630398,9.8128672,698,Chapel Place
700,307,2,8.1350374,10.0153532,699,Regent Street
699,307,2,8.6268063,9.163188,700,Regent Street
701,308,2,11.0319405,9.4706602,701,Silver Street
702,308,2,10.6160746,9.1589956,702,Silver Street
704,309,2,10.6160746,9.1589956,703,Naylors Yard
703,309,2,9.6626434,10.4113703,704,Naylors Yard
705,310,2,19.0654373,9.562274,705,Macclesfield Street
706,310,2,19.3062916,9.090313,706,Macclesfield Street
707,311,2,17.2169991,9.7259998,707,Upper Rupert Street
708,311,2,16.552,9.0880003,708,Upper Rupert Street
710,312,2,16.4120007,9.2849998,709,Rupert Street
709,312,2,16.552,9.0880003,710,Rupert Street
712,313,2,8.6268063,9.163188,711,Regent Street
711,313,2,8.7021122,9.0623713,712,Regent Street
714,314,2,6.544517,9.0438137,713,Mill Street
713,314,2,6.0532022,9.4900789,714,Mill Street
715,315,2,12.0264416,9.0231791,715,Upper James Street
716,315,2,11.48915,9.810339,716,Upper James Street
718,316,3,14.9926939,8.9881172,717,Little Pulteney Street
719,316,3,15.2629995,9.217,718,Little Pulteney Street
717,316,3,15.3622665,9.3021784,719,Little Pulteney Street
721,317,4,14.9926939,8.9881172,720,William and Mary Yard
720,317,4,14.6780005,9.3800001,721,William and Mary Yard
722,317,4,14.4619999,9.6459999,722,William and Mary Yard
723,317,4,14.0200005,10.4259996,723,William and Mary Yard
725,318,2,10.6160746,9.1589956,724,Silver Street
724,318,2,10.287982,8.9131107,725,Silver Street
727,319,2,9.5630398,9.8128672,726,King Street (I)
726,319,2,10.287982,8.9131107,727,King Street (I)
728,320,2,16.3169994,9.4689999,728,Great Crown Court
729,320,2,15.7329998,8.8850002,729,Great Crown Court
731,321,2,15.7329998,8.8850002,730,Great Crown Court
730,321,2,15.3622665,9.3021784,731,Great Crown Court
732,322,3,14.7312241,8.7499294,732,Little Pulteney Street
733,322,3,14.8780003,8.8909998,733,Little Pulteney Street
734,322,3,14.9926939,8.9881172,734,Little Pulteney Street
735,323,2,19.0654373,9.562274,735,King Street (II)
736,323,2,17.9060001,8.7220001,736,King Street (II)
738,324,2,17.2169991,9.7259998,737,Wardour Street
737,324,2,17.9060001,8.7220001,738,Wardour Street
740,325,2,14.6852283,8.7057219,739,Little Pulteney Street
739,325,2,14.7312241,8.7499294,740,Little Pulteney Street
745,326,5,13.1271353,10.8527298,741,Little Windmill Street
742,326,5,13.1599998,10.7869997,742,Little Windmill Street
743,326,5,13.7889996,9.8599997,743,Little Windmill Street
741,326,5,14.2889996,9.1920004,744,Little Windmill Street
744,326,5,14.6852283,8.7057219,745,Little Windmill Street
746,327,2,16.552,9.0880003,746,Rupert Street
747,327,2,16.758667,8.6988859,747,Rupert Street
749,328,2,10.287982,8.9131107,748,Silver Street
748,328,2,9.8828268,8.5975475,749,Silver Street
750,329,2,16.758667,8.6988859,750,Rupert Street
751,329,2,16.8862286,8.4587135,751,Rupert Street
753,330,2,11.1494913,8.3766632,752,Golden Square
752,330,2,12.0264416,9.0231791,753,Golden Square
754,331,2,11.1494913,8.3766632,754,Upper John Street
755,331,2,10.6160746,9.1589956,755,Upper John Street
758,332,6,15.7329998,8.8850002,756,Queens Head Court
760,332,6,15.6820002,8.79,757,Queens Head Court
759,332,6,15.6420002,8.7530003,758,Queens Head Court
761,332,6,15.493,8.6420002,759,Queens Head Court
756,332,6,15.3889999,8.5430002,760,Queens Head Court
757,332,6,15.1099997,8.3179998,761,Queens Head Court
763,333,2,14.7312241,8.7499294,762,Great Windmill Street
762,333,2,15.1099997,8.3179998,763,Great Windmill Street
768,334,5,18.1122017,8.2802267,764,George Yard
764,334,5,18.4090004,8.4799995,765,George Yard
765,334,5,18.6949997,8.6920004,766,George Yard
766,334,5,18.8999996,8.842,767,George Yard
767,334,5,19.3062916,9.090313,768,George Yard
769,335,2,17.9060001,8.7220001,769,Princes Street (III)
770,335,2,18.1122017,8.2802267,770,Princes Street (III)
772,336,3,9.8828268,8.5975475,771,Beak Street
773,336,3,9.725832,8.4752684,772,Beak Street
771,336,3,9.1636944,8.2275248,773,Beak Street
774,337,3,8.7021122,9.0623713,774,Regent Street
776,337,3,9.0671844,8.4000759,775,Regent Street
775,337,3,9.1636944,8.2275248,776,Regent Street
778,338,2,16.8862286,8.4587135,777,Plough Yard
777,338,2,16.5030003,8.2040005,778,Plough Yard
780,339,2,15.1099997,8.3179998,779,Great Windmill Street
779,339,2,15.2008905,8.2018261,780,Great Windmill Street
781,340,3,14.137084,8.1869307,781,Brewer Street
783,340,3,14.415,8.4460001,782,Brewer Street
782,340,3,14.6852283,8.7057219,783,Brewer Street
785,341,4,12.6410398,10.5644312,784,Great Pulteney Street
787,341,4,13.3952198,9.188612,785,Great Pulteney Street
784,341,4,13.78479,8.644908,786,Great Pulteney Street
786,341,4,14.137084,8.1869307,787,Great Pulteney Street
789,342,2,12.6530275,8.105197,788,Golden Square
788,342,2,12.0264416,9.0231791,789,Golden Square
791,343,2,5.0223222,8.1036558,790,Conduit Street
790,343,2,6.0532022,9.4900789,791,Conduit Street
792,344,2,5.0223222,8.1036558,792,George Street
793,344,2,4.3077641,10.2040005,793,George Street
795,345,2,17.0809994,8.092,794,Richmond Street
794,345,2,17.9060001,8.7220001,795,Richmond Street
796,346,2,16.8862286,8.4587135,796,Rupert Street
797,346,2,17.0809994,8.092,797,Rupert Street
798,347,2,9.1636944,8.2275248,798,Regent Street
799,347,2,9.2483673,8.087018,799,Regent Street
800,348,2,3.5814071,8.0692205,800,Map Frame
801,348,2,3.547796,9.882741,801,Map Frame
803,349,2,7.043314,7.9979448,802,New Burlington Street
802,349,2,8.7021122,9.0623713,803,New Burlington Street
804,350,2,9.0185366,7.9805012,804,New Burlington Mews
805,350,2,9.2483673,8.087018,805,New Burlington Mews
806,351,2,9.2483673,8.087018,806,Regent Street
807,351,2,9.3637047,7.8798819,807,Regent Street
808,352,3,18.327755,7.818418,808,Macclesfield Street/Gerrard Street
809,352,3,19.5550003,8.6099997,809,Macclesfield Street/Gerrard Street
810,352,3,19.3062916,9.090313,810,Macclesfield Street/Gerrard Street
811,353,2,18.1122017,8.2802267,811,Princes Street (III)
812,353,2,18.327755,7.818418,812,Princes Street (III)
814,354,3,7.043314,7.9979448,813,Boyle Street
813,354,3,6.8860431,8.2609034,814,Boyle Street
815,354,3,6.1852441,7.7992458,815,Boyle Street
817,355,2,15.5270004,7.7849998,816,Archer Street
816,355,2,16.758667,8.6988859,817,Archer Street
819,356,2,15.2008905,8.2018261,818,Great Windmill Street
818,356,2,15.5270004,7.7849998,819,Great Windmill Street
820,357,2,13.6739378,7.7551918,820,Brewer Street
821,357,2,14.137084,8.1869307,821,Brewer Street
822,358,3,12.1054001,10.2467499,822,Bridle Street
824,358,3,12.7395,9.0152683,823,Bridle Street
823,358,3,13.6739378,7.7551918,824,Bridle Street
826,359,2,15.5270004,7.7849998,825,Great Windmill Street
825,359,2,15.5609999,7.744,826,Great Windmill Street
827,360,2,19.7342319,9.967659,827,Map Frame
828,360,2,19.7973919,7.7411528,828,Map Frame
830,361,3,15.3190002,7.527,829,Ham Yard
831,361,3,15.2740002,7.579,830,Ham Yard
829,361,3,15.5609999,7.744,831,Ham Yard
833,362,2,8.2065783,7.5214062,832,New Burlington Mews
832,362,2,9.0185366,7.9805012,833,New Burlington Mews
836,363,4,14.165,7.5149999,834,Smiths Court/Yard
835,363,4,14.4250002,7.8000002,835,Smiths Court/Yard
837,363,4,14.5600004,7.6550002,836,Smiths Court/Yard
834,363,4,15.2008905,8.2018261,837,Smiths Court/Yard
839,364,2,14.9619999,7.507,838,Ham Yard
838,364,2,15.2639999,7.7610002,839,Ham Yard
840,365,3,15.0950003,7.9120002,840,Ham Yard
842,365,3,14.835,7.6529999,841,Ham Yard
841,365,3,14.9619999,7.507,842,Ham Yard
843,366,2,18.327755,7.818418,843,Princes Street (III)
844,366,2,18.5060005,7.4720001,844,Princes Street (III)
846,367,2,8.5915565,7.4712501,845,Heddon Court
845,367,2,9.3637047,7.8798819,846,Heddon Court
847,368,2,11.7894554,7.4380651,847,Golden Square
848,368,2,12.6530275,8.105197,848,Golden Square
850,369,2,11.7894554,7.4380651,849,Golden Square
849,369,2,11.1494913,8.3766632,850,Golden Square
852,370,2,19.2955208,7.436564,851,Lisle Street
851,370,2,19.7973919,7.7411528,852,Lisle Street
854,371,2,9.8828268,8.5975475,853,Warwick Street
853,371,2,10.6393805,7.406045,854,Warwick Street
855,372,2,15.1020002,7.3280001,855,Ham Yard
856,372,2,15.3190002,7.527,856,Ham Yard
857,373,2,14.9619999,7.507,857,Ham Yard
858,373,2,15.1020002,7.3280001,858,Ham Yard
861,374,3,13.1941566,7.3124142,859,Brewer Street
859,374,3,13.4860001,7.5799999,860,Brewer Street
860,374,3,13.6739378,7.7551918,861,Brewer Street
863,375,2,13.1941566,7.3124142,862,Lower James Street
862,375,2,12.6530275,8.105197,863,Lower James Street
864,376,2,15.3190002,7.527,864,Ham Yard
865,376,2,15.4960003,7.3119998,865,Ham Yard
866,377,2,8.2383413,7.2254648,866,Heddon Court
867,377,2,8.5915565,7.4712501,867,Heddon Court
869,378,2,12.0388098,7.0882711,868,Lower John Street
868,378,2,11.7894554,7.4380651,869,Lower John Street
870,379,2,17.5764389,7.0717092,870,George Court (II)
871,379,2,18.5060005,7.4720001,871,George Court (II)
872,380,3,17.0809994,8.092,872,Rupert Street
874,380,3,17.3710003,7.4679999,873,Rupert Street
873,380,3,17.5764389,7.0717092,874,Rupert Street
875,381,2,4.2529998,7.0689998,875,Conduit Street
876,381,2,5.0223222,8.1036558,876,Conduit Street
878,382,2,4.2529998,7.0689998,877,New Bond Street
877,382,2,3.5814071,8.0692205,878,New Bond Street
880,383,2,18.680275,7.0631671,879,Lisle Street
879,383,2,19.2955208,7.436564,880,Lisle Street
881,384,2,18.5060005,7.4720001,881,Princes Street (III)
882,384,2,18.680275,7.0631671,882,Princes Street (III)
884,385,6,6.1852441,7.7992458,883,Coach & Horses Yard
888,385,6,5.66609,7.4148331,884,Coach & Horses Yard
887,385,6,5.5974889,7.33921,885,Coach & Horses Yard
886,385,6,5.6095219,7.2458701,886,Coach & Horses Yard
885,385,6,5.5875592,7.2002902,887,Coach & Horses Yard
883,385,6,5.360157,7.0399351,888,Coach & Horses Yard
889,386,3,15.5609999,7.744,889,Great Windmill Street
891,386,3,15.6999998,7.3940001,890,Great Windmill Street
890,386,3,15.8640003,7.007,891,Great Windmill Street
893,387,2,10.6393805,7.406045,892,Leicester Street (I)
892,387,2,9.8741417,6.9631839,893,Leicester Street (I)
894,388,2,9.3637047,7.8798819,894,Regent Street
895,388,2,9.8741417,6.9631839,895,Regent Street
897,389,2,6.7296228,6.96101,896,Old Burlington Street
896,389,2,6.1852441,7.7992458,897,Old Burlington Street
898,390,3,15.8640003,7.007,898,Bull Yard
900,390,3,15.4460001,6.927,899,Bull Yard
899,390,3,15.3170004,7.1020002,900,Bull Yard
901,391,2,13.5439301,6.8594022,901,Orchard Place
902,391,2,13.9350004,7.1890001,902,Orchard Place
904,392,2,13.5439301,6.8594022,903,Sherrard Street
903,392,2,13.1941566,7.3124142,904,Sherrard Street
907,393,3,11.5326204,6.9868431,905,Golden Place
906,393,3,11.6609097,6.809978,906,Golden Place
905,393,3,12.0388098,7.0882711,907,Golden Place
909,394,3,15.9359312,6.7816591,908,Catherine Wheel Yard
908,394,3,16.3010006,7.006,909,Catherine Wheel Yard
910,394,3,16.8220005,7.3249998,910,Catherine Wheel Yard
911,395,2,15.8640003,7.007,911,Great Windmill Street
912,395,2,15.9359312,6.7816591,912,Great Windmill Street
913,396,2,4.2529998,7.0689998,913,Bruton Street
914,396,2,3.608146,6.6264238,914,Bruton Street
916,397,2,3.608146,6.6264238,915,Map Frame
915,397,2,3.5814071,8.0692205,916,Map Frame
918,398,3,15.9359312,6.7816591,917,Great Windmill Street
917,398,3,15.9770002,6.6529999,918,Great Windmill Street
919,398,3,16.0006237,6.598434,919,Great Windmill Street
921,399,3,12.3836756,6.5711508,920,Brewer Street
920,399,3,12.7159996,6.8740001,921,Brewer Street
922,399,3,13.1941566,7.3124142,922,Brewer Street
923,400,2,12.3836756,6.5711508,923,Lower John Street
924,400,2,12.0388098,7.0882711,924,Lower John Street
925,401,2,9.8741417,6.9631839,925,Leicester Street (I)
926,401,2,9.1696234,6.4773788,926,Leicester Street (I)
928,402,2,9.1696234,6.4773788,927,Heddon Street
927,402,2,8.5915565,7.4712501,928,Heddon Street
930,403,2,16.0006237,6.598434,929,Queen Street (III)
929,403,2,14.9809999,6.473,930,Queen Street (III)
934,404,6,14.0550003,6.835,931,Wellington Mews
935,404,6,14.585,7.2600002,932,Wellington Mews
933,404,6,14.7539997,7.066,933,Wellington Mews
931,404,6,14.8299999,7.0300002,934,Wellington Mews
936,404,6,14.9280005,6.9120002,935,Wellington Mews
932,404,6,14.9809999,6.473,936,Wellington Mews
937,405,2,19.7973919,7.7411528,937,Map Frame
938,405,2,19.8334618,6.4696159,938,Map Frame
940,406,2,19.2955208,7.436564,939,Leicester Street (II)
939,406,2,19.8334618,6.4696159,940,Leicester Street (II)
942,407,2,5.8547659,6.449976,941,Clifford Street
941,407,2,6.7296228,6.96101,942,Clifford Street
944,408,2,9.8741417,6.9631839,943,Regent Street
943,408,2,10.1989317,6.3798909,944,Regent Street
945,409,2,9.1696234,6.4773788,945,Leicester Street (I)
946,409,2,8.9803562,6.369051,946,Leicester Street (I)
947,410,2,13.9549999,6.3270001,947,Queen Street (III)
948,410,2,14.9809999,6.473,948,Queen Street (III)
950,411,2,13.9549999,6.3270001,949,Sherrard Street
949,411,2,13.5439301,6.8594022,950,Sherrard Street
951,412,2,8.9803562,6.369051,951,Leicester Street (I)
952,412,2,8.9052429,6.316586,952,Leicester Street (I)
954,413,2,9.9764957,6.2520528,953,Unknown-A1
953,413,2,10.1989317,6.3798909,954,Unknown-A1
955,414,2,19.8334618,6.4696159,955,Sidney Alley
956,414,2,19.0699177,6.0947471,956,Sidney Alley
960,415,4,18.680275,7.0631671,957,Princes Street (III)
959,415,4,18.9239998,6.5409999,958,Princes Street (III)
958,415,4,19.0540009,6.1719999,959,Princes Street (III)
957,415,4,19.0699177,6.0947471,960,Princes Street (III)
961,416,3,16.0006237,6.598434,961,Great Windmill Street
963,416,3,16.1189995,6.3249998,962,Great Windmill Street
962,416,3,16.2212505,6.0893149,963,Great Windmill Street
965,417,2,8.9803562,6.369051,964,Unknown-C
964,417,2,9.1711073,6.0717611,965,Unknown-C
967,418,2,9.6064482,6.038558,966,Unknown-A2
966,418,2,9.9764957,6.2520528,967,Unknown-A2
970,419,3,19.8334618,6.4696159,968,Map Frame
968,419,3,19.8362751,6.3704329,969,Map Frame
969,419,3,19.8458424,6.0331941,970,Map Frame
972,420,2,15.5710001,5.9920001,971,Angel Court
971,420,2,16.2212505,6.0893149,972,Angel Court
974,421,2,11.6892138,5.9327779,973,Brewer Street
973,421,2,12.3836756,6.5711508,974,Brewer Street
975,422,3,10.6393805,7.406045,975,Warwick Street
976,422,3,11.1638498,6.5722342,976,Warwick Street
977,422,3,11.6892138,5.9327779,977,Warwick Street
978,423,2,11.6892138,5.9327779,978,Marylebone Street
979,423,2,11.5450001,5.9510002,979,Marylebone Street
981,424,2,4.9678168,5.9228268,980,Clifford Street
980,424,2,5.8547659,6.449976,981,Clifford Street
983,425,2,4.9678168,5.9228268,982,New Bond Street
982,425,2,4.2529998,7.0689998,983,New Bond Street
986,426,3,19.0699177,6.0947471,984,Princes Street (III)
984,426,3,19.0949993,5.973,985,Princes Street (III)
985,426,3,19.0990009,5.8390002,986,Princes Street (III)
987,427,2,12.6246834,5.8145752,987,Francis Street
988,427,2,12.3836756,6.5711508,988,Francis Street
989,428,2,12.6246834,5.8145752,989,Marylebone Street
990,428,2,11.6892138,5.9327779,990,Marylebone Street
991,429,3,12.9380846,5.774405,991,Kings Arms Yard
993,429,3,12.9530001,6.1989999,992,Kings Arms Yard
992,429,3,13.1350002,6.3740001,993,Kings Arms Yard
996,430,3,12.9380846,5.774405,994,Marylebone Street
995,430,3,12.835,5.7880001,995,Marylebone Street
994,430,3,12.6246834,5.8145752,996,Marylebone Street
998,431,2,19.2619991,5.6999998,997,North Coventry Street
997,431,2,19.8458424,6.0331941,998,North Coventry Street
999,432,2,19.0990009,5.8390002,999,Princes Street (III)
1000,432,2,19.2619991,5.6999998,1000,Princes Street (III)
1001,433,2,19.0990009,5.8390002,1001,Coventry Street
1002,433,2,18.3246307,5.6464381,1002,Coventry Street
1005,434,3,17.5764389,7.0717092,1003,Rupert Street
1003,434,3,17.8640003,6.5170002,1004,Rupert Street
1004,434,3,18.3246307,5.6464381,1005,Rupert Street
1006,435,2,11.5450001,5.9510002,1006,Glasshouse Street
1007,435,2,10.609724,5.6415162,1007,Glasshouse Street
1009,436,2,10.1989317,6.3798909,1008,Regent Street
1008,436,2,10.609724,5.6415162,1009,Regent Street
1010,437,2,18.3246307,5.6464381,1010,Coventry Street
1011,437,2,18.1140003,5.5970001,1011,Coventry Street
1013,438,3,14.4879999,5.5700002,1012,Sherrard Street
1012,438,3,14.2379999,5.9840002,1013,Sherrard Street
1014,438,3,13.9549999,6.3270001,1014,Sherrard Street
1015,439,2,14.4879999,5.5700002,1015,Marylebone Street
1016,439,2,12.9380846,5.774405,1016,Marylebone Street
1017,440,2,5.2339149,5.511199,1017,New Bond Street
1018,440,2,4.9678168,5.9228268,1018,New Bond Street
1019,441,2,18.1140003,5.5970001,1019,Coventry Street
1020,441,2,17.6034451,5.4671011,1020,Coventry Street
1022,442,2,17.6034451,5.4671011,1021,Arundel Street
1021,442,2,16.9799995,6.7030001,1022,Arundel Street
1024,443,2,17.6034451,5.4671011,1023,Coventry Street
1023,443,2,17.4820004,5.4390001,1024,Coventry Street
1027,444,3,14.9006586,5.418766,1025,Tichborne Street
1026,444,3,14.5889997,5.5349998,1026,Tichborne Street
1025,444,3,14.4879999,5.5700002,1027,Tichborne Street
1029,445,2,10.609724,5.6415162,1028,Vigo Street
1028,445,2,9.6640987,5.3286061,1029,Vigo Street
1032,446,4,17.4820004,5.4390001,1030,Coventry Street
1030,446,4,17.0319996,5.3249998,1031,Coventry Street
1031,446,4,16.8929996,5.2820001,1032,Coventry Street
1033,446,4,16.6360226,5.190371,1033,Coventry Street
1034,447,4,16.2212505,6.0893149,1034,Great Windmill Street
